/*
 * To change this license header, choose License Headers in Project Properties.
 * To change this template file, choose Tools | Templates
 * and open the template in the editor.
 */line 0 cols 0-188 is COMMENT
package                                           line 5 cols 7-14 is T_IDENTIFIER
(                                                 line 403 cols 31-32 is T_PUNCTUATION
String                                            line 403 cols 37-43 is T_IDENTIFIER
filePath                                          line 403 cols 46-54 is T_IDENTIFIER
)                                                 line 403 cols 47-48 is T_PUNCTUATION
throws                                            line 403 cols 54-60 is T_IDENTIFIER
FileNotFoundException                             line 403 cols 76-97 is T_IDENTIFIER
,                                                 line 403 cols 77-78 is T_PUNCTUATION
IOException                                       line 403 cols 89-100 is T_IDENTIFIER
,                                                 line 403 cols 90-91 is T_PUNCTUATION
BadLocationException                              line 403 cols 111-131 is T_IDENTIFIER
{                                                 line 403 cols 112-113 is T_PUNCTUATION
this                                              line 404 cols 12-16 is T_IDENTIFIER
.                                                 line 404 cols 13-14 is T_PUNCTUATION
probarLexerFile                                   line 404 cols 28-43 is T_IDENTIFIER
(                                                 line 404 cols 29-30 is T_PUNCTUATION
filePath                                          line 404 cols 37-45 is T_IDENTIFIER
)                                                 line 404 cols 38-39 is T_PUNCTUATION
;                                                 line 404 cols 39-40 is T_PUNCTUATION
}                                                 line 405 cols 5-6 is T_PUNCTUATION
// Variables declaration - do not modify//GEN-BEGIN:variablesline 412 cols 65-126 is COMMENT
private                                           line 413 cols 11-18 is T_IDENTIFIER
javax                                             line 413 cols 17-22 is T_IDENTIFIER
.                                                 line 413 cols 18-19 is T_PUNCTUATION
swing                                             line 413 cols 23-28 is T_IDENTIFIER
.                                                 line 413 cols 24-25 is T_PUNCTUATION
JButton                                           line 413 cols 31-38 is T_IDENTIFIER
jButton1                                          line 413 cols 40-48 is T_IDENTIFIER
